11.000000,11.046219,11.092445,11.585766,11.167877,10.306679,12.094856,11.667706,11.371758,10.631165,9.581516,13.042316,13.132542,13.358135,12.436131,11.761822,11.724453,11.000000,10.303589,8.828949,8.132187,11.286980,15.046650,16.954193,15.340549,15.213085,15.719627,14.976799,13.851509,13.450809,12.540154,13.274673,12.588631,10.714546,11.000000,10.177505,9.599968,9.291389,6.658390,5.397230,5.396954,8.937187,11.609955,15.803268,19.093300,22.915318,22.908390,21.390785,19.750965,19.502693,19.407112,20.000000,20.378944,19.545380,18.953594,16.386360,16.655441,16.125591,15.977089,15.021641,14.112946,13.300255,15.605255,14.259911,14.193272,13.157448,10.502556,10.856976,11.000000,9.606617,9.338013,8.874603,8.056885,8.296684,7.112732,3.887508,1.492271,0.251486,-1.784988,-2.336218,-2.720177,0.123793,3.399424,4.199715,7.321686,11.000000,14.314465,17.395134,19.258522,22.213455,25.267303,25.208904,23.722534,21.917862,19.003273,17.416553,14.167507,11.233585,12.301193,11.356636,10.992348,11.400734,
15.608002,15.050625,13.927280,13.186516,13.121948,11.796677,12.670326,12.870876,11.859512,11.253578,10.643314,13.354042,13.363358,12.535694,11.898155,10.770760,10.928692,11.342529,9.930321,7.467995,7.616112,11.830147,14.322357,15.194862,15.134468,13.937408,13.991425,12.161278,11.906677,11.715107,10.274994,10.787506,10.913078,10.843132,12.075279,10.665573,9.083241,8.027519,5.635166,4.237858,4.723339,8.974613,12.300285,17.037525,19.009346,22.517799,22.341736,21.944893,20.529388,19.100933,19.308949,19.709030,19.428116,18.856430,16.585392,15.768143,15.144001,15.617439,15.476898,14.743385,13.096321,12.654198,14.365189,13.062298,12.805382,12.149971,10.634850,11.986885,13.627815,12.272964,9.618477,9.151829,8.080578,7.837086,6.962193,3.444195,1.318645,0.680622,-1.198549,-1.874969,-0.908749,2.084171,4.592436,5.401716,8.523232,12.882858,16.247467,18.952259,20.814419,23.588432,26.155212,25.394264,23.749550,22.220505,20.403419,18.369225,13.906464,12.651508,12.147125,11.071987,10.197456,11.475082,
18.025406,16.884731,17.019230,15.789948,14.689812,13.809513,13.174770,13.092888,13.324146,11.090012,10.499268,10.931767,12.410275,12.344666,12.786507,12.547245,10.945335,10.258789,10.013573,8.944267,8.815048,11.169380,14.376503,14.402756,14.620571,14.634518,13.192879,12.449654,12.074471,11.287521,9.953560,10.249809,10.563339,10.817867,11.747196,11.051323,9.169052,7.129440,4.540405,3.276707,4.917768,8.509674,13.467468,16.008846,18.704842,21.637772,20.824482,21.454136,20.727913,18.445145,18.582405,18.692085,18.850887,17.686287,15.150059,14.966446,14.700142,14.389652,14.398266,13.178562,11.747868,12.460438,12.697235,14.156647,12.998932,12.804756,12.755882,13.037155,15.177231,15.102947,12.446819,10.087879,9.076290,7.953823,6.628769,2.668049,1.591492,-1.386267,-2.162981,-3.052248,-2.074497,0.695036,5.106663,7.480171,10.416462,14.679722,18.455860,19.511066,20.556740,23.500599,25.747475,24.939194,23.604767,21.664597,21.025856,19.496216,16.394432,14.801922,11.820690,10.536850,10.833443,11.311829,
19.399635,18.175045,16.940067,17.772186,18.338661,17.091019,14.525284,14.281258,12.108780,10.868008,9.884567,8.859211,10.392811,11.135353,12.460808,13.179405,12.147339,10.224892,9.795120,9.453918,9.667618,10.857651,11.998878,13.804222,14.749092,14.837902,14.468079,14.224823,13.853340,13.425671,11.954052,11.544476,10.900188,10.464203,10.819382,10.842392,8.895061,6.861479,5.188976,4.339340,6.645405,10.614838,13.055256,16.738792,20.062057,20.656612,21.468117,21.677845,21.654999,20.162949,19.557930,18.150188,18.312809,18.271534,15.820927,16.229534,14.820541,13.498413,13.110069,13.529579,12.088772,13.463234,13.770142,14.200855,13.622150,14.185905,14.088371,13.185921,15.028748,16.111450,14.201332,11.626167,9.413227,8.557838,6.117990,3.510523,0.837170,-2.162251,-3.945337,-4.014616,-3.374941,-0.316381,5.565899,9.937798,12.754402,14.309208,17.302383,19.904865,20.510925,23.169418,25.803608,23.754738,23.017555,20.314331,20.978722,20.234657,17.746262,14.701767,11.638794,9.996338,10.720142,10.296440,
20.839916,20.046608,18.415962,17.760887,18.835407,17.236763,16.352585,15.318546,14.300919,13.827339,12.568840,10.063477,11.464607,11.000031,11.551941,12.713303,12.192696,9.206085,7.925137,7.021282,7.179535,8.484756,8.325508,9.625599,11.660252,12.904930,11.875191,12.979561,13.192169,14.823490,13.174820,11.001293,10.406002,9.011787,9.472015,10.682724,9.534660,7.971397,7.747963,6.982260,7.872108,9.717747,13.050900,17.311409,19.862247,20.413574,20.353416,21.825874,21.017616,20.630466,21.360050,19.957645,18.790291,18.393677,17.402447,17.251575,16.852814,15.980461,15.503723,14.474232,12.884834,14.192581,13.672916,13.448578,14.211811,15.524605,14.678642,14.347916,16.612270,17.530933,15.053001,12.058910,11.299431,9.257282,6.856907,3.934721,1.232519,-0.919731,-2.148520,-2.233486,0.119400,1.734200,6.085598,11.371002,14.444340,16.195030,17.761162,20.542618,21.434891,23.429558,25.290764,23.142723,21.669098,19.793072,20.877090,20.176353,17.493187,13.548698,11.112740,9.943077,9.687706,10.222301,
22.530548,21.309998,20.247726,18.406914,18.005638,16.917175,18.127548,18.268116,17.236938,16.820980,16.286789,14.148575,13.706306,13.261002,12.434086,12.050598,10.010685,5.950792,5.131973,5.587074,4.928926,4.669924,3.754803,5.785965,8.551529,10.781086,10.530987,10.796944,12.839638,15.583542,15.148335,12.781284,10.581951,9.780769,9.848198,9.993843,9.741844,9.650547,8.595451,8.747532,10.170586,11.032745,12.319881,16.339600,19.142643,18.862251,19.857986,20.498672,21.256390,20.931515,22.947250,21.834023,21.707661,21.788223,20.628059,21.095016,19.806808,19.483017,19.051506,18.049332,17.389816,15.529221,14.920677,13.527077,15.520496,16.093582,15.314030,16.221081,17.413361,19.226467,16.386368,13.298298,11.517071,9.970795,6.461582,3.792538,2.428816,0.989006,-0.157457,1.644939,3.562508,5.569040,8.615150,11.678276,15.317799,17.187855,18.329704,21.316040,23.782696,25.769730,26.530285,25.210392,23.569000,21.594013,22.539867,21.717590,19.021980,16.377960,13.500874,10.781921,10.234646,10.478432,
21.463642,18.617680,19.062050,18.479023,16.492073,16.418629,18.307739,19.496929,19.664753,18.514820,17.195438,14.223774,12.249619,12.814995,11.958504,11.044716,7.890400,6.230297,5.895363,5.053925,4.554384,2.760815,-1.049276,3.496743,6.466873,9.005028,8.554848,9.643269,11.791695,13.992996,14.067303,13.838516,12.522507,11.480202,9.340195,9.018166,9.024460,8.412220,9.280880,10.307320,10.182999,11.713932,13.219223,14.759495,15.986500,17.680519,20.097023,20.875740,22.473610,23.263500,23.223679,23.676483,22.901764,22.643318,22.446785,22.882545,22.213478,21.179657,21.614723,18.942139,18.786259,17.535782,17.971344,17.611607,16.632614,16.449810,15.904144,16.018291,16.539501,17.317337,16.597656,14.394753,12.443016,10.839737,8.149529,4.950600,4.370169,1.747252,1.721434,3.427036,5.213310,8.594040,11.718666,12.604679,14.943413,18.313244,20.596764,23.624104,25.447060,26.393688,24.533611,24.662907,23.862206,23.442829,22.132732,20.916775,19.933041,16.965729,15.120003,13.397705,11.892582,10.281776,
22.704842,19.392738,18.742023,19.125984,17.804192,16.033531,16.629505,18.929440,20.636120,18.706345,16.576694,13.157745,11.971382,11.933632,12.258171,10.835888,-22.432562,-30.620131,-33.921322,-37.027855,-38.166992,-35.178841,-37.419437,-33.187241,-12.461035,7.035660,7.389084,8.531109,9.865990,12.963749,14.306068,13.253265,11.967285,10.039486,9.106125,7.418106,7.752583,9.312649,9.271038,9.046925,8.478683,10.347900,11.537376,11.426155,11.699097,13.247047,15.725136,17.529217,21.095276,22.054153,21.045982,20.794563,21.366089,21.205528,22.275421,23.294754,23.273731,23.317013,24.051826,20.391277,19.557106,16.875385,17.431122,17.513065,16.331699,15.975151,14.428593,14.097492,14.570049,15.136707,16.503677,15.425880,12.723465,11.246590,9.965378,8.839600,8.171883,5.836311,4.862968,6.575752,6.915344,8.862579,11.326664,12.265694,15.838505,19.831196,21.594948,24.885414,26.385925,26.359077,24.996902,23.896988,24.640007,24.155518,23.226936,21.139755,20.108841,17.540058,16.280743,14.426945,14.862564,11.579376,
22.356621,21.427628,20.673290,20.447956,17.526669,15.482410,16.452766,18.358196,18.610558,16.268501,15.601311,14.112282,14.221687,13.531937,-4.379442,-20.531122,-36.375961,-45.952923,-51.364735,-57.707283,-57.274517,-54.522163,-56.417072,-52.498432,-45.501976,-32.325562,-0.007555,7.898651,9.406097,12.036999,12.545959,13.167068,12.415188,9.931862,7.196449,5.494827,5.544888,4.897238,4.573494,6.017818,5.601074,7.631626,9.078346,9.028145,9.612423,9.704124,12.693558,15.000740,17.448898,19.347744,20.422729,20.081875,18.844223,19.805412,21.535469,21.474720,22.219830,24.407387,25.751762,23.892761,22.644855,18.945580,18.422226,17.168198,17.244389,16.801769,14.545193,14.313286,15.472012,16.850517,17.743767,15.650127,15.376301,13.339043,12.066582,11.804779,10.907074,10.095238,8.499813,9.673927,9.245380,9.963737,11.369087,12.476521,16.562599,20.225208,23.066685,26.309273,26.156532,25.431137,25.074265,23.810631,22.568535,23.119774,23.262131,20.932602,19.379616,18.691280,16.411049,16.851810,15.890503,13.125107,
25.091232,22.368618,22.181160,22.085403,19.985657,16.553509,15.982430,16.849434,17.834141,16.123711,14.174099,13.875450,14.979645,7.405000,-10.757567,-26.055017,-38.437885,-48.853882,-62.300583,-64.132118,-63.943436,-62.830803,-63.653988,-62.790443,-58.564697,-51.332947,-41.399937,-18.837759,-3.112803,12.550919,11.633011,12.865032,10.238926,6.246691,3.999117,1.214317,1.899996,2.704035,3.907703,4.512693,3.709629,4.467844,4.981335,5.852236,6.203209,6.347218,9.551071,12.048225,15.725166,18.370255,18.575417,18.047386,17.928707,19.314602,22.069813,22.867821,24.050674,26.580090,28.173817,26.599430,25.140366,23.198013,21.875732,18.941521,18.397926,17.930870,15.769657,16.703903,17.308472,17.543102,18.454147,16.637802,15.762291,15.599419,14.745457,14.696678,12.423561,10.995232,11.253624,12.931385,12.491543,13.101982,13.504238,13.727493,17.251438,19.547066,21.653526,24.669750,25.158493,24.580078,24.449200,22.751053,21.004192,21.322170,21.904892,20.261398,19.504349,18.456844,17.153717,17.468346,17.830193,15.303001,
